Ticker,Name,MarketCap,Price,PreviousClose,PE_Ratio,Forward_PE_Ratio,Dividend_Rate,Dividend_Yield,Beta,Volume,Avg_Volume,PriceHint,Open,DayLow,DayHigh,RegularMarketPreviousClose,RegularMarketOpen,RegularMarketDayLow,RegularMarketDayHigh,ExDividendDate,PayoutRatio,FiveYearAvgDividendYield,AverageVolume10Days,AverageDailyVolume10Day,Bid,Ask,BidSize,AskSize,FiftyTwoWeekLow,FiftyTwoWeekHigh,PriceToSalesTrailing12Months,FiftyDayAverage,TwoHundredDayAverage,TrailingAnnualDividendRate,TrailingAnnualDividendYield,Currency,EnterpriseValue,ProfitMargins,FloatShares,SharesOutstanding,SharesShort,SharesShortPriorMonth,SharesShortPreviousMonthDate,DateShortInterest,SharesPercentSharesOut,HeldPercentInsiders,HeldPercentInstitutions,ShortRatio,ShortPercentOfFloat,ImpliedSharesOutstanding,BookValue,PriceToBook,LastFiscalYearEnd,NextFiscalYearEnd,MostRecentQuarter,EarningsQuarterlyGrowth,NetIncomeToCommon,TrailingEPS,ForwardEPS,PEGRatio,LastSplitFactor,LastSplitDate,EnterpriseToRevenue,EnterpriseToEBITDA,52WeekChange,SandP52WeekChange,LastDividendValue,LastDividendDate,Exchange,QuoteType,UnderlyingSymbol,ShortName,FirstTradeDateEpochUtc,TimeZoneFullName,TimeZoneShortName,UUID,MessageBoardId,GmtOffSetMilliseconds,CurrentPrice,TargetHighPrice,TargetLowPrice,TargetMeanPrice,TargetMedianPrice,RecommendationMean,RecommendationKey,NumberOfAnalystOpinions,TotalCash,TotalCashPerShare,EBITDA,TotalDebt,QuickRatio,CurrentRatio,TotalRevenue,DebtToEquity,RevenuePerShare,ReturnOnAssets,ReturnOnEquity,FreeCashFlow,OperatingCashFlow,EarningsGrowth,RevenueGrowth,GrossMargins,EBITDAMargins,OperatingMargins,FinancialCurrency,TrailingPegRatio
CSX,CSX Corporation,66330775552,33.93,34.52,18.540983,15.564219,0.48,0.0139,1.189,13683281,12364906,2,34.52,33.81,34.67,34.52,34.52,33.81,34.67,1717113600,0.2459,1.26,10167130,10167130,33.91,33.95,1000,1000,29.03,40.12,4.533268,35.7946,33.5216,0.45,0.01303592,USD,85137088512,0.24746999,1949453366,1954930048,31913485,25090847,1711584000,1714435200,0.0163,0.00215,0.79117996,2.2,0.0164,1954930048,6.444,5.265363,1703980800,1735603200,1711843200,-0.095,3620999936,1.83,2.18,1.93,3:1,1624924800,5.819,11.934,0.08964646,0.2704494,0.12,1709078400,NMS,EQUITY,CSX,CSX Corporation,342109800,America/New_York,EDT,cae83bac-a0a9-3e3d-abad-1fd2a636df88,finmb_257948,-14400000,33.93,44.0,30.0,39.73,40.0,2.0,buy,24,1484999936,0.76,7134000128,19132999680,0.954,1.148,14631999488,151.825,7.375,0.08177,0.29042,2315000064,5382000128,-0.05,-0.007,0.48756,0.48756,0.37055,USD,2.1131
CMI,Cummins Inc.,40374718464,295.18,291.45,21.640762,13.653098,6.72,0.0231,1.043,643245,3246075,2,293.28,293.18,295.98,291.45,293.28,293.18,295.98,1708560000,0.485,2.65,963410,963410,287.76,296.81,800,800,203.18,304.25,1.1869681,287.504,248.74995,6.61,0.022679705,USD,45267492864,0.05697,136072723,136780000,1923494,2751324,1711584000,1714435200,0.014099999,0.00409,0.88518,2.06,0.0162,136780000,66.289,4.4529257,1703980800,1735603200,1711843200,1.523,1938000000,13.64,21.62,2.19,2:1,1199318400,1.331,10.352,0.37069082,0.2704494,1.68,1708560000,NYQ,EQUITY,CMI,Cummins Inc.,99153000,America/New_York,EDT,5efaedb9-9e7a-3140-a23f-27d28214c895,finmb_265253,-14400000,295.18,345.0,259.0,300.87,300.45,2.7,hold,16,3051000064,22.306,4373000192,7420000256,0.729,1.337,34015000576,73.458,240.134,0.066,0.19655001,4190874880,3747000064,1.528,-0.006,0.24285999,0.12856,0.09877,USD,0.7232
CVS,CVS Health Corporation,70300721152,56.0,56.47,9.824562,7.179487,2.66,0.0471,0.552,15281904,10947416,2,56.69,55.2,57.1024,56.47,56.69,55.2,57.1024,1713484800,0.4351,2.86,22008140,22008140,55.88,55.69,1000,800,53.7,83.25,0.1954633,70.345,71.81305,2.48,0.043917123,USD,139775918080,0.02036,1251845374,1255369984,13706456,22722983,1711584000,1714435200,0.0109,0.00117,0.82842004,1.55,0.0109,1255369984,59.08,0.9478673,1703980800,1735603200,1711843200,-0.479,7320999936,5.7,7.8,3.92,2:1,1118102400,0.389,8.259,-0.15842026,0.2704494,0.665,1713484800,NYQ,EQUITY,CVS,CVS Health Corporation,99153000,America/New_York,EDT,51332b8f-ec73-31f1-aeb5-259d61fabb3a,finmb_93625,-14400000,56.0,93.31,59.0,68.76,65.0,2.3,buy,24,13089000448,10.426,16924000256,81792000000,0.544,0.81,359661993984,110.306,281.151,0.03175,0.10087,8363500032,10890999808,-0.467,0.036,0.14554,0.047059998,0.021329999,USD,1.4336
DHR,Danaher Corporation,192030507008,259.26,251.61,47.483517,29.903114,1.08,0.0043,0.854,3071359,2519975,2,254.3,252.53,259.79,251.61,254.3,252.53,259.79,1719532800,0.1927,0.38,2014600,2014600,259.34,259.15,900,800,182.09,259.79,8.089923,248.095,230.31789,1.05,0.0041731247,USD,198601146368,0.18545,660144287,740686976,5538597,6352743,1711584000,1714435200,0.0075,0.10757,0.82193,1.95,0.0084,740686976,72.16,3.5928493,1703980800,1735603200,1711670400,-0.25,4068999936,5.46,8.67,4.4,1128:1000,1696204800,8.367,26.776,0.2614609,0.2704494,0.27,1711497600,NYQ,EQUITY,DHR,Danaher Corporation,283789800,America/New_York,EDT,295d410e-b8c1-3fcf-8a32-c618d752812e,finmb_265621,-14400000,259.26,297.0,220.0,271.39,274.43,2.1,buy,20,7031000064,9.493,7416999936,19263000576,1.338,1.848,23736999936,36.041,32.107,0.03859,0.07755,4861875200,6956000256,-0.251,-0.026,0.58891,0.31247,0.23085,USD,3.0054
DRI,"Darden Restaurants, Inc.",17777330176,148.94,149.06,17.460728,15.49844,5.24,0.0352,1.266,1119264,1288578,2,150.19,148.03,151.46,149.06,150.19,148.03,151.46,1712620800,0.6026,2.77,1504170,1504170,148.0,148.91,800,800,133.36,176.84,1.5870208,160.4112,157.0307,5.14,0.03448276,USD,24403443712,0.09236,118741861,119359000,6169550,5894717,1711584000,1714435200,0.0517,0.0035899999,0.97177005,5.17,0.0796,119359000,18.009,8.270309,1685232000,1716854400,1708819200,0.092,1036099968,8.53,9.61,1.66,10000:8939,1447113600,2.179,14.149,-0.0267694,0.2704494,1.31,1712620800,NYQ,EQUITY,DRI,"Darden Restaurants, Inc.",800026200,America/New_York,EDT,19cb3c7b-5f7b-3bfc-b2af-6a8d397bf76d,finmb_336160,-14400000,148.94,194.0,154.0,178.78,182.0,2.1,buy,25,243900000,2.043,1724800000,6855699968,0.137,0.386,11201699840,314.352,93.095,0.07617,0.49048,746262528,1596999936,0.11,0.068,0.21033001,0.15398,0.13036,USD,1.573
DVA,DaVita Inc.,12016133120,137.01,136.59,15.534014,13.419196,0.0,0.0,1.035,581525,821236,2,136.94,135.7075,137.14,136.59,136.94,135.7075,137.14,0,0.0,0.0,1163120,1163120,134.68,137.14,1300,800,71.51,145.04,0.9739123,134.7238,109.33565,0.0,0.0,USD,25174673408,0.06611,48028028,87702600,3520242,4138400,1711584000,1714435200,0.0401,0.45156,0.50937,6.47,0.07,87702600,10.558,12.97689,1703980800,1735603200,1711843200,1.074,815636992,8.82,10.21,1.1,2:1,1378684800,2.04,10.1,0.38641906,0.2704494,0.0,0,NYQ,EQUITY,DVA,DaVita Inc.,815149800,America/New_York,EDT,9a98f945-67ed-31a1-b380-e8d4ee6cc270,finmb_35644,-14400000,137.01,169.0,123.5,142.93,139.0,3.0,hold,7,355742016,4.056,2492648960,11841482752,1.296,1.426,12338002944,449.224,136.922,0.06361,0.43219003,563649152,1461638016,1.12,0.069,0.324,0.20202999,0.14395,USD,1.563
DAY,Dayforce Inc,9805589504,62.1,61.85,188.18181,30.742575,0.0,0.0,1.3,1748249,1456426,2,62.0,61.31,62.7,61.85,62.0,61.31,62.7,0,0.0,0.0,2199030,2199030,62.01,62.02,1000,900,54.25,75.53,6.227353,63.1722,67.74025,0.0,0.0,USD,10613014528,0.03302,139073583,157900000,10263022,9687871,1711584000,1714435200,0.065,0.011849999,1.11319,6.49,0.09810001,159112992,0.0,0.0,1703980800,1735603200,1711843200,-0.283,52000000,0.33,2.02,1.74,,0,6.74,44.518,0.057445765,0.2704494,0.0,0,NYQ,EQUITY,DAY,"Dayforce, Inc.",1524749400,America/New_York,EDT,5b1d59b5-451c-36af-b65a-b1bc2713cfb4,finmb_246737890,-14400000,62.1,87.0,60.0,72.67,72.0,2.2,buy,15,392500000,2.486,238400000,1239399936,0.095,1.072,1574599936,50.945,10.095,0.00799,0.02248,153524992,217300000,-0.333,0.164,0.48368,0.1514,0.09432,USD,
DECK,Deckers Outdoor Corporation,22650902528,882.45,850.67,31.91501,29.075783,0.0,0.0,1.046,337591,440875,2,861.3,856.83,886.695,850.67,861.3,856.83,886.695,0,0.0,0.0,262800,262800,820.0,915.03,800,1100,424.36,956.17,5.498358,874.245,697.15173,0.0,0.0,USD,20458373120,0.1757,25400757,25668200,891682,909581,1711584000,1714435200,0.0347,0.00811,1.00701,2.37,0.0482,25668200,82.035,10.756993,1680220800,1711843200,1703980800,0.399,723804992,27.65,30.35,1.42,3:1,1278374400,4.966,21.669,0.7972028,0.2704494,0.0,0,NYQ,EQUITY,DECK,Deckers Outdoor Corporation,750691800,America/New_York,EDT,2c365afe-8616-3a0a-bf61-a0d7f1b92796,finmb_327333,-14400000,882.45,1150.0,744.98,932.9,960.0,2.3,buy,20,1650802048,64.313,944140032,273991008,2.154,2.856,4119576064,13.021,158.194,0.18079,0.37373,847063232,1121396992,0.442,0.16,0.54427,0.22918,0.31269,USD,
DE,Deere & Company,114900623360,412.78,407.99,12.030894,15.081475,5.88,0.014400001,1.051,1657687,1490998,2,410.0,410.0,417.465,407.99,410.0,410.0,417.465,1711497600,0.1551,1.34,1290130,1290130,413.06,413.39,900,1100,345.55,450.0,1.8912126,395.5448,389.9184,5.32,0.013039536,USD,173993361408,0.16389999,257923934,278358016,3299585,3004849,1711584000,1714435200,0.0119,0.00166,0.7878,2.62,0.0119,278358016,79.304,5.205034,1698537600,1730160000,1706400000,-0.106,9957999616,34.31,27.37,-2.2,2:1,1196726400,2.864,10.659,0.1249311,0.2704494,1.47,1711497600,NYQ,EQUITY,DE,Deere & Company,76253400,America/New_York,EDT,3a52f3c2-2ed6-3cde-9bf6-96a6c02c9e73,finmb_266112,-14400000,412.78,495.0,365.0,421.5,405.0,2.3,buy,21,3828000000,13.752,16323000320,64149999616,1.829,2.081,60755001344,289.238,211.12,0.099029996,0.45608002,2432250112,8926999552,-0.049,-0.037,0.34724998,0.26867,0.18506001,USD,2.3379
DAL,"Delta Air Lines, Inc.",34240309248,53.06,52.99,6.802564,7.209239,0.4,0.0075,1.392,5438705,9891377,2,53.43,52.94,53.51,52.99,53.43,52.94,53.51,1715558400,0.0385,2.3,7689800,7689800,53.15,52.99,900,800,30.6,53.86,0.5799805,47.1334,41.0204,0.4,0.007548594,USD,56917311488,0.08485,638004100,645313024,18014541,17689953,1711584000,1714435200,0.0279,0.00298,0.75387,1.43,0.031600002,645313024,17.392,3.050828,1703980800,1735603200,1711843200,0.0,5008999936,7.8,7.36,0.83,,0,0.964,6.957,0.5668243,0.2704494,0.1,1715558400,NYQ,EQUITY,DAL,"Delta Air Lines, Inc.",1178199000,America/New_York,EDT,e40ac152-3f13-3ca7-b78b-5f3b421c37a0,finmb_266311,-14400000,53.06,85.0,50.0,60.26,58.0,1.6,buy,18,4465999872,6.966,8181000192,27409000448,0.288,0.407,59036999680,245.799,92.354,0.05173,0.57537997,-573875008,6637000192,0.0,0.078,0.22217,0.13857001,0.04117,USD,
DVN,Devon Energy Corporation,31492560896,49.83,49.9,9.491429,8.636049,2.05,0.041100003,2.186,4153644,7479454,2,50.0,49.54,50.13,49.9,50.0,49.54,50.13,1718323200,0.461,4.65,7060880,7060880,49.76,49.8,1100,1400,40.47,55.09,2.1856174,50.265,47.32805,2.42,0.048496995,USD,37070798848,0.23235,626975600,632000000,15417690,15354676,1711584000,1714435200,0.024400001,0.00753,0.73168,2.24,0.0279,641204992,19.23,2.5912638,1703980800,1735603200,1711843200,-0.401,3356000000,5.25,5.77,1.34,2:1,1100563200,2.573,5.192,0.0817256,0.2704494,0.44,1710374400,NYQ,EQUITY,DVN,Devon Energy Corporation,490887000,America/New_York,EDT,d14cc3ae-fc64-3a70-b4ac-a4ab70fd9067,finmb_266510,-14400000,49.83,68.0,47.0,58.3,58.5,2.2,buy,26,1126000000,1.782,7139999744,6486000128,0.856,1.04,14408999936,52.557,22.691,0.114930004,0.28903,1755374976,6605000192,-0.386,-0.005,0.53959,0.49552,0.23696,USD,
DXCM,"DexCom, Inc.",50096254976,125.97,124.95,81.798706,55.738937,0.0,0.0,1.224,2202558,2997913,2,125.03,124.25,126.5758,124.95,125.03,124.25,126.5758,0,0.0,0.0,2042670,2042670,125.9,125.99,500,500,74.75,142.0,13.176984,133.0302,114.80045,0.0,0.0,USD,49383694336,0.16816,393770628,397684000,11103715,14572039,1711584000,1714435200,0.0279,0.0036000002,1.00026,3.84,0.0315,399579008,5.672,22.209097,1703980800,1735603200,1711843200,2.012,639299968,1.54,2.26,1.99,4:1,1655078400,12.99,58.201,0.05345249,0.2704494,0.0,0,NMS,EQUITY,DXCM,"DexCom, Inc.",1113485400,America/New_York,EDT,3ae7c86d-714e-392b-b6fd-23c89f3c2654,finmb_114039,-14400000,125.97,170.0,132.0,153.37,154.07,1.6,buy,22,2896999936,7.285,848499968,2590099968,2.435,2.898,3801799936,115.28,9.827,0.06789,0.28541002,524362496,802300032,1.987,0.242,0.62818,0.22318001,0.10977,USD,2.2439
FANG,"Diamondback Energy, Inc.",35321028608,198.05,198.8,11.157746,9.698825,9.26,0.0461,1.895,1457326,1616159,2,198.305,197.06,199.92,198.8,198.305,197.06,199.92,1715644800,0.4577,3.31,1729980,1729980,197.97,198.11,100,100,123.41,211.96,4.268918,197.831,166.71976,9.26,0.046579476,USD,42803073024,0.38662997,177216601,178344000,4957798,5157860,1711584000,1714435200,0.0278,0.00532,0.95685,3.47,0.0319,179692992,95.043,2.0837936,1703980800,1735603200,1711843200,0.079,3176999936,17.75,20.42,2.0,,0,5.173,6.747,0.60796094,0.2704494,3.08,1709510400,NMS,EQUITY,FANG,"Diamondback Energy, Inc.",1350048600,America/New_York,EDT,7f448654-4da6-3c99-be09-c9bfe680da59,finmb_170245760,-14400000,198.05,263.0,154.0,222.56,222.0,2.0,buy,25,896000000,5.024,6344000000,6824000000,0.868,0.92,8273999872,37.871,46.192,0.098900005,0.19910999,907374976,5829000192,0.102,0.174,0.82487,0.76674,0.52424,USD,
DLR,"Digital Realty Trust, Inc.",46968426496,141.86,143.09,39.187847,109.968994,4.88,0.0341,0.562,1747412,2269029,2,143.43,141.26,143.91,143.09,143.43,141.26,143.91,1718323200,1.3481,3.53,3401460,3401460,141.0,143.4,800,800,86.33,154.18,8.68373,142.1962,133.728,4.88,0.03410441,USD,64534777856,0.21476999,311945477,324502016,10096719,10011348,1711584000,1714435200,0.0323,0.00088,0.98643,6.54,0.0436,331089984,58.537,2.4234245,1703980800,1735603200,1711843200,3.096,1120896000,3.62,1.29,-7.25,,0,11.931,27.38,0.52873933,0.2704494,1.22,1710374400,NYQ,EQUITY,DLR,"Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,e92c1262-a58b-39ab-9cb6-5c043b4717ed,finmb_11041860,-14400000,141.86,175.0,111.0,147.11,154.0,2.4,buy,19,1220932992,3.908,2357018112,18498523136,0.936,1.026,5408784896,88.764,17.8,0.00973,0.05847,1384013312,1637329024,3.093,-0.028,0.52395,0.43578,0.12561,USD,42.0272
DFS,Discover Financial Services,31174516736,124.4,124.17,14.104309,9.576597,2.8,0.0225,1.427,1024844,1971078,2,124.56,123.78,124.925,124.17,124.56,123.78,124.925,1716336000,0.31780002,2.28,1169580,1169580,123.4,125.1,800,800,79.04,131.65,3.1441772,124.4834,104.427,2.8,0.02254973,USD,38642880512,0.22995001,249047829,250599008,2225343,2830134,1711584000,1714435200,0.0089,0.0056800004,0.86,1.79,0.010199999,250599008,54.525,2.2815223,1703980800,1735603200,1711843200,-0.682,2201999872,8.82,12.99,-1.72,,0,3.897,0.0,0.28927422,0.2704494,0.7,1708473600,NYQ,EQUITY,DFS,Discover Financial Services,1181827800,America/New_York,EDT,c1bb62b6-3c65-3e37-a0b7-15faad0bdf8d,finmb_3695566,-14400000,124.4,151.0,115.0,134.92,137.5,2.6,hold,12,14005000192,55.886,0,20475000832,1.092,1.096,9914999808,139.096,39.502,0.01596,0.15705,0,8615000064,-0.691,0.028,0.93626,0.0,0.14891,USD,3.3251
DG,Dollar General Corporation,30822039552,140.31,137.93,18.608753,16.986683,2.36,0.0171,0.44,1887391,2307027,2,139.78,138.3,140.46,137.93,139.78,138.3,140.46,1712534400,0.31260002,0.95,2006890,2006890,138.04,141.32,800,1100,101.09,218.36,0.7966078,149.1934,136.09045,2.36,0.017110128,USD,47852748800,0.042940002,218199518,219671008,5417319,6316193,1711584000,1714435200,0.0247,0.0025099998,0.94055,2.72,0.0279,219671008,30.725,4.5666394,1706832000,1738454400,1706832000,-0.39,1661273984,7.54,8.26,-35.22,,0,1.237,14.493,-0.35828602,0.2704494,0.59,1712534400,NYQ,EQUITY,DG,Dollar General Corporation,1258122600,America/New_York,EDT,d7fb95a5-65d5-396f-a4fd-2a30a7231729,finmb_266974,-14400000,140.31,190.0,118.0,157.01,157.21,2.4,buy,25,537283008,2.446,3301793024,18090766336,0.097,1.191,38691610624,268.046,176.34,0.051209997,0.27033,226484880,2391798016,-0.386,-0.034,0.30288,0.08534,0.05948,USD,2.3509
DLTR,"Dollar Tree, Inc.",25941993472,118.88,120.2,0.0,14.568627,0.0,0.0,0.923,1821103,2992173,2,122.07,118.58,122.535,120.2,122.07,118.58,122.535,0,0.0,0.0,2076860,2076860,118.87,118.94,200,200,102.77,161.1,0.8476723,128.5912,127.36685,0.0,0.0,USD,35903557632,-0.03262,205058805,218220000,5578311,4788099,1711584000,1714435200,0.0256,0.00066,1.04984,2.14,0.0309,218220000,33.561,3.5422065,1706918400,1738540800,1706918400,0.0,-998400000,-4.56,8.16,1.83,2:1,1340755200,1.173,13.616,-0.24316835,0.2704494,0.0,0,NMS,EQUITY,DLTR,"Dollar Tree, Inc.",794586600,America/New_York,EDT,93813a67-1334-34e6-a70f-a46e06dc4100,finmb_27685,-14400000,118.88,180.0,115.0,149.92,151.5,2.4,buy,22,684899968,3.142,2636900096,10386899968,0.146,1.306,30603800576,142.031,139.425,0.049840003,-0.1243,576687488,2684499968,0.0,0.119,0.30774,0.086160004,0.08758,USD,2.125
D,"Dominion Energy, Inc.",44291067904,52.84,53.04,22.87446,15.726191,2.67,0.050300002,0.585,3458108,5601150,2,53.32,52.67,53.36,53.04,53.32,52.67,53.36,1717113600,1.1558,4.42,4419230,4419230,52.8,52.94,800,800,39.18,54.76,3.1318815,49.2676,46.97535,2.67,0.050339367,USD,87826694144,0.11929,836433678,838211008,13113628,14939860,1711584000,1714435200,0.0156,0.00122,0.76679003,3.26,0.015700001,838211008,30.594,1.727136,1703980800,1735603200,1711843200,-0.313,1936000000,2.31,3.36,0.98,2:1,1195516800,6.21,12.977,0.0037850142,0.2704494,0.668,1709164800,NYQ,EQUITY,D,"Dominion Energy, Inc.",322151400,America/New_York,EDT,f623e75a-f30e-32bb-973d-6df5b50bb7b5,finmb_267105,-14400000,52.84,56.0,48.0,52.05,52.0,2.7,hold,13,265000000,0.316,6768000000,41849999360,0.172,1.05,14142000128,152.62,16.896,0.0226,0.07232,-10661499904,6456999936,-0.323,-0.065,0.47057998,0.47856998,0.26652,USD,5.4057
DPZ,"Domino's Pizza, Inc.",17813665792,510.71,510.24,33.357933,28.262867,6.04,0.0117999995,0.832,365075,620809,2,511.04,503.03,514.1,510.24,511.04,503.03,514.1,1718323200,0.3357,0.98,530550,530550,490.0,515.0,800,1200,285.84,542.75,3.9240546,483.845,415.6783,5.14,0.010073691,USD,23570305024,0.118990004,36153174,34880200,1451552,1502941,1711584000,1714435200,0.0416,0.0040700003,1.00599,2.05,0.047,34881000,-112.88,0.0,1703980800,1735603200,1631404800,0.215,540172032,15.31,18.07,2.64,,0,5.192,25.995,0.69037604,0.2704494,1.51,1710374400,NYQ,EQUITY,DPZ,Domino's Pizza Inc,1089725400,America/New_York,EDT,c7ed77fd-b37c-3112-8a9e-da2f683bd945,finmb_3132512,-14400000,510.71,626.0,460.0,547.55,565.0,2.1,buy,29,295352000,8.117,906721024,5299667968,0.961,1.755,4539607040,0.0,129.948,0.31473,0.0,417489984,599646016,0.301,0.031,0.28482,0.19974001,0.18064,USD,2.8845
DOV,Dover Corporation,25247266816,183.71,184.26,17.647455,18.500504,2.04,0.0111,1.253,824350,988985,2,185.0,183.205,185.465,184.26,185.0,183.205,185.465,1717113600,0.19549999,1.55,1091050,1091050,184.08,184.07,800,1100,127.25,186.5,2.9867635,175.422,152.68884,2.035,0.011044177,USD,28335384576,0.17277001,136723769,137430000,3821016,3867212,1711584000,1714435200,0.0278,0.00423,0.86644,3.7,0.036,137430000,37.494,4.8997173,1703980800,1735603200,1711843200,1.766,1460475008,10.41,9.93,2.39,1238:1000,1525824000,3.352,16.392,0.33987784,0.2704494,0.51,1709078400,NYQ,EQUITY,DOV,Dover Corporation,322151400,America/New_York,EDT,60aa4a96-8158-3a27-a662-dbc1f27c9bbb,finmb_174901,-14400000,183.71,210.0,150.0,190.25,191.5,2.2,buy,14,929953984,6.767,1728628992,3942457088,0.829,1.31,8453051904,76.51,60.521,0.077020004,0.30384,1049210624,1261654016,1.773,0.007,0.36965,0.2045,0.14938,USD,1.3499
DOW,Dow Inc.,41946238976,59.65,59.36,35.505955,14.135072,2.8,0.047199998,1.292,3516762,4924740,2,59.56,59.515,59.94,59.36,59.56,59.515,59.94,1717027200,1.6667,5.0,4221170,4221170,59.5,60.0,800,800,47.26,60.69,0.963484,57.7618,54.05425,2.8,0.04716981,USD,55554297856,0.027520001,701426719,703206016,13331647,13926072,1711584000,1714435200,0.019,0.0018600001,0.67792,3.11,0.019,703206016,26.201,2.2766306,1703980800,1735603200,1711843200,0.0,1187000064,1.68,4.22,0.71,,0,1.276,10.921,0.1625539,0.2704494,0.7,1709078400,NYQ,EQUITY,DOW,Dow Inc.,1553088600,America/New_York,EDT,9510e206-86db-3ea5-bd8f-fbd901232728,finmb_9830660,-14400000,59.65,68.0,52.0,61.11,60.0,2.8,hold,19,4494000128,6.391,5087000064,17813999616,0.948,1.8,43535998976,94.169,61.773,0.026180001,0.06414,2506249984,5125000192,0.0,-0.092,0.113350004,0.11685,0.056760002,USD,0.7716
DHI,"D.R. Horton, Inc.",48738177024,148.0,146.86,10.095498,9.616634,1.2,0.0082,1.667,1913536,2437093,2,147.74,146.41,148.375,146.86,147.74,146.41,148.375,1714521600,0.075,1.02,2525410,2525410,147.55,149.05,800,800,100.08,165.75,1.3150125,151.9398,134.1763,1.1,0.007490127,USD,52081598464,0.13394,320025643,329312000,5933488,4990266,1711584000,1714435200,0.018,0.10012999,0.87606,2.32,0.0227,329312000,72.125,2.0519931,1696032000,1727654400,1711843200,0.244,4964299776,14.66,15.39,2.35,4:3,1111017600,1.405,7.987,0.31359565,0.2704494,0.3,1714521600,NYQ,EQUITY,DHI,"D.R. Horton, Inc.",707751000,America/New_York,EDT,d254dc65-0e21-369d-a470-c3be95306320,finmb_107405,-14400000,148.0,200.0,104.0,167.64,171.22,2.3,buy,18,2747899904,8.344,6520999936,5985800192,0.596,5.704,37062901760,24.637,110.586,0.12267,0.22091,1243350016,2360399872,0.289,0.142,0.24962999,0.17593999,0.16354999,USD,0.5792
DTE,DTE Energy Company,23752226816,114.78,115.31,18.785597,15.963839,4.08,0.0354,0.64,694408,1174724,2,115.89,114.17,115.93,115.31,115.89,114.17,115.93,1718582400,0.6457,3.29,1030370,1030370,114.0,116.89,800,800,90.14,116.86,1.9459468,110.2446,106.03,3.948,0.03423814,USD,45467934720,0.103640005,206047414,206936992,3291144,3441720,1711584000,1714435200,0.0159,0.0033000002,0.77206004,2.72,0.020499999,206936992,53.992,2.1258705,1703980800,1735603200,1711843200,-0.297,1262000000,6.11,7.19,3.39,1175:1000,1625097600,3.725,13.845,0.045800805,0.2704494,1.02,1710460800,NYQ,EQUITY,DTE,DTE Energy Company,-252322200,America/New_York,EDT,4ecdc022-f62f-363d-a864-478a09d23b8a,finmb_266598,-14400000,114.78,125.0,109.0,118.97,120.0,2.2,buy,13,492000000,2.378,3284000000,22093000704,0.424,0.754,12206000128,197.647,59.252,0.02994,0.115930006,-1239500032,3337999872,-0.299,-0.143,0.34655,0.26905,0.15925999,USD,1.9538
DUK,Duke Energy Corporation,78959689728,102.31,102.89,18.302324,16.162718,4.1,0.0398,0.454,2153978,2980578,2,103.16,102.2257,103.26,102.89,103.16,102.2257,103.26,1715817600,0.7299,4.11,3434240,3434240,101.36,103.14,800,1400,83.06,103.83,2.7230296,96.7718,93.3339,4.08,0.039653998,USD,164278272000,0.10949001,769723425,771769024,9960312,8396996,1711584000,1714435200,0.0128999995,0.00139,0.66489,4.04,0.0128999995,771769024,61.644,1.6596911,1703980800,1735603200,1711843200,0.415,4311000064,5.59,6.33,2.51,1:3,1341273600,5.665,11.942,0.094457984,0.2704494,1.025,1707955200,NYQ,EQUITY,DUK,Duke Energy Corporation (Holdin,322151400,America/New_York,EDT,287ba1fd-2a9f-3c6f-b4a3-3d43e46d3ee9,finmb_267850,-14400000,102.31,120.0,94.0,105.56,107.0,2.3,buy,15,533000000,0.691,13756000256,82355003392,0.285,0.778,28996999168,162.635,37.597,0.02616,0.08798,-3194125056,10869000192,0.427,0.054,0.49288,0.47439,0.25445998,USD,2.5873
DD,"DuPont de Nemours, Inc.",32758448128,78.35,78.87,85.16304,18.61045,1.52,0.019299999,1.281,1749840,2383162,2,79.12,78.13,79.15,78.87,79.12,78.13,79.15,1717027200,1.587,2.31,2775750,2775750,78.48,78.53,800,1300,61.14,79.63,2.7342,74.8824,73.16085,1.46,0.018511474,USD,39790895104,0.02963,416699559,418104000,4525154,7095404,1711584000,1714435200,0.0108,0.0014,0.73004997,2.21,0.012200001,418316992,56.411,1.3889135,1703980800,1735603200,1711843200,-0.265,404000000,0.92,4.21,2.05,4725:10000,1559520000,3.321,14.026,0.21338463,0.2704494,0.38,1709078400,NYQ,EQUITY,DD,"DuPont de Nemours, Inc.",76253400,America/New_York,EDT,350bfcb1-e3cf-328d-9ff4-8ce525d4f139,finmb_768440,-14400000,78.35,93.0,74.0,82.85,83.0,2.6,hold,13,1934000000,4.626,2836999936,8320999936,1.409,2.331,11980999680,34.654,27.174,0.02654,0.01731,2592375040,2036999936,-0.209,-0.029,0.35356,0.23679,0.13204001,USD,2.7731
